player_id,player_name,team_id,team_name,position,rival,es_local,partidos_historicos,partidos_club_ultimos_3,participaciones_ultimos_3,activo_ultimos_3,titulares_ultimos_3,titular_2_de_3,weighted_recent,promedio,p90,std,minimo,maximo,confianza,estabilidad,factor_confianza,factor_contexto,score_base,score_contextual,starter_fecha10
p_0kjymf,Agustín Massaccesi,t_2rXlDo,Instituto,DEF,Talleres,True,10,3,3,True,0,False,4.847980000000001,6.79538,12.52341,3.6387732437671296,2.7853,13.4838,0.8764481806194621,0.21557423643064388,0.9876448180619463,1.1179999999999999,7.545797500000001,8.331970799304125,False
p_0Hy7kK,Agustín Bravo,t_2rXlDo,Instituto,DEF,Talleres,True,2,3,3,True,0,False,2.6628333333333334,3.53925,5.64265,3.7183210088694603,0.91,6.1685,0.6090546262022815,0.21193979767807414,0.9609054626202281,1.1179999999999999,3.758354166666667,4.037570969018452,False
p_2YgDN7,Hernán de la Fuente,t_2rXlDo,Instituto,DEF,Talleres,True,3,3,3,True,0,False,5.1817,4.405633333333333,6.43266,2.434684645561583,2.4886,7.145,0.65822950885999,0.29114754429995027,0.965822950885999,1.1179999999999999,5.184013333333333,5.597646063526182,False
p_2AQDyY,Jhon Córdoba,t_2rXlDo,Instituto,VOL,Talleres,True,22,3,3,True,1,False,4.626006666666667,6.872886363636363,10.837610000000003,4.205109988629531,2.6246,22.3478,1.0,0.19211889896361112,1.0,1.1179999999999999,7.07765937878788,7.912823185484849,False
p_1JEoJq,Jonás Acevedo,t_2rXlDo,Instituto,VOL,Talleres,True,12,3,3,True,0,False,5.905013333333333,4.2307999999999995,6.27,2.0875341739173345,0.3271,7.1725,0.9647766109569076,0.32388305478453755,0.9964776610956908,1.1179999999999999,5.326574666666666,5.934134560019561,False
p_0Gnu2O,Nicolás Guerra,t_2rXlDo,Instituto,DEL,Talleres,True,20,3,3,True,0,False,3.1574066666666663,2.7737449999999995,5.948110000000004,3.176156445748292,-1.43,11.7618,1.0,0.23945463082880697,1.0,1.1179999999999999,3.7016178333333336,4.1384087376666665,False
p_12xt1i,Facundo Suárez,t_2rXlDo,Instituto,DEL,Talleres,True,6,3,3,True,0,False,3.0568400000000002,3.6236499999999996,8.939350000000001,4.569124594821202,-0.44,11.6254,0.7359122868585095,0.17956143429254798,0.973591228685851,1.1179999999999999,4.7541915,5.174818562872183,False
p_3PzK4u,Matías Fonseca,t_2rXlDo,Instituto,DEL,Talleres,True,17,3,3,True,0,False,2.7291799999999995,3.2603470588235295,6.36328,3.032381207507898,-0.5643,12.4559,1.0,0.24799242644472655,1.0,1.1179999999999999,3.8501718235294113,4.3044920987058815,False
p_2HsKZ1,Ezequiel Unsain,t_02LuKO,Talleres,ARQ,Instituto,False,8,3,3,True,3,True,7.71776,6.2565875,9.14358,2.570969426076753,2.2991,10.25,0.8226738669914619,0.2800360016239765,0.9822673866991463,0.899,7.489746,6.613882974183886,True
p_23S3AO,Augusto Schott,t_02LuKO,Talleres,DEF,Instituto,False,24,3,3,True,3,True,8.55526,7.9805625000000004,13.466179999999998,3.9302173517517924,-0.0984,15.0041,1.0,0.20283081427326574,1.0,0.899,9.553111000000001,8.588246789000001,True
p_43mFql,Matías Catalán,t_02LuKO,Talleres,DEF,Instituto,False,20,3,3,True,3,True,8.937199999999999,8.75994,13.33285,3.6888554452852347,2.4012,16.6184,1.0,0.21327166334494826,1.0,0.899,9.9652085,8.958722441499999,True
p_3mV8zU,Román Riquelme,t_02LuKO,Talleres,DEF,Instituto,False,4,3,1,True,1,False,5.557840000000001,4.844775,7.26965,2.565616856787726,3.1006,8.6489,0.6894246095508741,0.28045638108770404,0.9689424609550874,0.899,5.700566500000001,4.965645319079969,True
